clustID	pdb	dist_res	dist_aa	N
5	YKL154W	1.091201663017273	0.9478778839111328	9
5	YBR264C	0.8411139845848083	0.8183627128601074	9
5	YLR293C	0.9213323593139648	0.8231338858604431	9
5	YOR185C	0.8748986124992371	0.846581757068634	9
5	YBR164C	0.8698585033416748	0.7775052785873413	9
5	YNL090W	0.8506200313568115	0.7257412075996399	9
5	YMR138W	0.8413299322128296	0.81092369556427	9
6	YOR089C	0.6306771039962769	0.550444483757019	9
6	YNL093W	0.6215186715126038	0.537127673625946	9
6	YFL038C	0.6314675211906433	0.5375402569770813	9
6	YDL192W	0.637779951095581	0.5529042482376099	9
6	YFL005W	0.630413293838501	0.5445991158485413	9
6	YKR014C	0.6157971620559692	0.5451695919036865	9
6	YOR094W	0.6278185248374939	0.5384501218795776	9
6	YHR022C	0.6532423496246338	0.5676931738853455	9
6	YCR027C	0.6345394849777222	0.5431938767433167	9
6	YKL154W	0.6198157668113708	0.5310192108154297	9
6	YBR264C	0.6201251745223999	0.5362305641174316	9
6	YLR293C	0.6250012516975403	0.5483391880989075	9
6	YOR185C	0.6281402707099915	0.5438787937164307	9
6	YBR164C	0.6280362010002136	0.54712975025177	9
6	YNL090W	0.6318960189819336	0.5422231554985046	9
6	YMR138W	0.6293632388114929	0.5362147688865662	9
7	YOR089C	0.7415868639945984	0.7222014665603638	10
7	YNL093W	0.761675238609314	0.7328738570213318	10
7	YFL038C	0.7207587361335754	0.7318893671035767	10
7	YDL192W	0.7568603754043579	0.7317930459976196	10
7	YFL005W	0.7294492721557617	0.7239207029342651	10
7	YKR014C	0.7798760533332825	0.717219352722168	10
7	YOR094W	0.7340953946113586	0.7376894950866699	10
7	YHR022C	0.7313238978385925	0.6910777688026428	10
7	YCR027C	0.7403002381324768	0.7220808267593384	10
7	YKL154W	0.7903603911399841	0.8245808482170105	10
7	YBR264C	0.7339059114456177	0.7263422012329102	10
7	YLR293C	0.7532205581665039	0.7379462718963623	10
7	YOR185C	0.7330936193466187	0.7220423817634583	10
7	YBR164C	0.7102786302566528	0.6859686374664307	10
7	YNL090W	0.7322753667831421	0.7159363031387329	10
7	YMR138W	0.7369634509086609	0.7187726497650146	10
8	YOR089C	0.8818944692611694	0.5624018907546997	7
8	YNL093W	0.8745888471603394	0.5572998523712158	7
8	YFL038C	0.8400077819824219	0.5604678392410278	7
8	YDL192W	0.8003533482551575	0.5540027618408203	7
8	YFL005W	0.8506103754043579	0.5494511127471924	7
8	YKR014C	0.7954033017158508	0.542872965335846	7
8	YOR094W	0.8034287095069885	0.5549481511116028	7
8	YHR022C	0.9330625534057617	0.5508110523223877	7
8	YCR027C	0.8753646016120911	0.5628647208213806	7
8	YKL154W	0.8152632713317871	0.5603718161582947	7
8	YBR264C	0.8467506170272827	0.551065981388092	7
8	YLR293C	0.8086128830909729	0.5556994676589966	7
8	YOR185C	0.7982378602027893	0.5596886873245239	7
8	YBR164C	0.7594286799430847	0.5601053833961487	7
8	YNL090W	0.8204501271247864	0.5668289661407471	7
8	YMR138W	0.766566276550293	0.5635972023010254	7
9	YOR089C	0.9447133541107178	0.5328062772750854	8
9	YNL093W	0.9295452833175659	0.5352570414543152	8
9	YFL038C	0.9727634191513062	0.537669837474823	8
9	YDL192W	1.0715806484222412	0.5516298413276672	8
9	YFL005W	0.9509172439575195	0.5424997806549072	8
9	YKR014C	0.9303523302078247	0.5345697402954102	8
9	YOR094W	1.0320414304733276	0.5473934412002563	8
9	YHR022C	1.0871922969818115	0.5367538928985596	8
9	YCR027C	0.9948834776878357	0.5413463711738586	8
9	YKL154W	1.0544929504394531	0.5384182333946228	8
9	YBR264C	0.9570707678794861	0.529358446598053	8
9	YLR293C	0.9432200193405151	0.5677849650382996	8
9	YOR185C	0.9173715710639954	0.5520225763320923	8
9	YBR164C	1.024491310119629	0.5423200726509094	8
9	YNL090W	0.8866980671882629	0.5435283184051514	8
9	YMR138W	1.1504247188568115	0.5491035580635071	8
10	YOR089C	1.1484565734863281	0.5357809066772461	5
10	YNL093W	1.1888084411621094	0.5157034993171692	5
10	YFL038C	1.1710033416748047	0.5044931769371033	5
10	YDL192W	1.0547270774841309	0.48119592666625977	5
10	YFL005W	1.1035401821136475	0.5112212300300598	5
10	YKR014C	1.1098288297653198	0.529576301574707	5
10	YOR094W	0.9715192914009094	0.4884549677371979	5
10	YHR022C	1.1971244812011719	0.5308055281639099	5
10	YCR027C	1.2092962265014648	0.4928321838378906	5
10	YKL154W	0.9707735776901245	0.4899522364139557	5
10	YBR264C	1.1669384241104126	0.5272324681282043	5
10	YLR293C	1.2584359645843506	0.5519466400146484	5
10	YOR185C	1.2059600353240967	0.5139415860176086	5
10	YBR164C	0.9210690259933472	0.48096588253974915	5
10	YNL090W	1.1373555660247803	0.5047920942306519	5
10	YMR138W	1.065037727355957	0.5125537514686584	5
11	YOR089C	1.0644313097000122	0.5677223801612854	5
11	YNL093W	1.1027363538742065	0.5909641981124878	5
11	YFL038C	1.0820074081420898	0.5775162577629089	5
11	YDL192W	1.2261772155761719	0.6286548376083374	5
11	YFL005W	1.0411734580993652	0.5556460022926331	5
11	YKR014C	1.0670478343963623	0.5769012570381165	5
11	YOR094W	1.2356173992156982	0.5695726275444031	5
11	YHR022C	1.163357138633728	0.5681958794593811	5
11	YCR027C	1.023394227027893	0.5545565485954285	5
11	YKL154W	1.1798168420791626	0.5701307654380798	5
11	YBR264C	1.0331988334655762	0.5715474486351013	5
11	YLR293C	1.0455090999603271	0.5905009508132935	5
11	YOR185C	0.9682095646858215	0.5980246067047119	5
11	YBR164C	1.2535549402236938	0.5389494895935059	5
11	YNL090W	0.9895305633544922	0.5829932689666748	5
11	YMR138W	1.3034312725067139	0.566066563129425	5
12	YOR089C	0.6623274683952332	0.5567208528518677	9
12	YNL093W	0.6679953336715698	0.5546079277992249	9
12	YFL038C	0.65377277135849	0.5447128415107727	9
12	YDL192W	0.6778453588485718	0.5477744936943054	9
12	YFL005W	0.6652683615684509	0.5455125570297241	9
12	YKR014C	0.6614740490913391	0.5448527932167053	9
12	YOR094W	0.6577131748199463	0.5286604762077332	9
12	YHR022C	0.6684795022010803	0.5574449896812439	9
12	YCR027C	0.6797467470169067	0.5522150993347168	9
12	YKL154W	0.6523417830467224	0.532400369644165	9
12	YBR264C	0.6633446216583252	0.5498194694519043	9
12	YLR293C	0.6596890091896057	0.5453778505325317	9
12	YOR185C	0.6596570611000061	0.5428551435470581	9
12	YBR164C	0.6462709307670593	0.51408451795578	9
12	YNL090W	0.6722248792648315	0.5519713163375854	9
12	YMR138W	0.6807072758674622	0.5449386835098267	9
13	YOR089C	0.9627700448036194	0.5279371738433838	7
13	YNL093W	1.0020064115524292	0.537806510925293	7
13	YFL038C	0.9064622521400452	0.536884069442749	7
13	YDL192W	0.7997217774391174	0.5500431060791016	7
13	YFL005W	0.9187749624252319	0.5287355184555054	7
13	YKR014C	0.9846972227096558	0.5350329279899597	7
13	YOR094W	0.826971709728241	0.5878344178199768	7
13	YHR022C	0.9007964730262756	0.545837938785553	7
13	YCR027C	1.0164576768875122	0.5247751474380493	7
13	YKL154W	0.9783896803855896	0.7731110453605652	7
13	YBR264C	0.9276698231697083	0.5392038226127625	7
13	YLR293C	0.8868544697761536	0.5249648094177246	7
13	YOR185C	0.8995149731636047	0.5366776585578918	7
13	YBR164C	0.7741866707801819	0.5875372886657715	7
13	YNL090W	0.9566502571105957	0.5375034213066101	7
13	YMR138W	0.8254507184028625	0.5826417207717896	7
14	YOR089C	0.6296377778053284	0.6020253300666809	11
14	YNL093W	0.6267871260643005	0.6083687543869019	11
14	YFL038C	0.6423162817955017	0.6103866696357727	11
14	YDL192W	0.6309630870819092	0.6095302104949951	11
14	YFL005W	0.638568639755249	0.5940064191818237	11
14	YKR014C	0.6427884697914124	0.6003846526145935	11
14	YOR094W	0.6571807265281677	0.5963214635848999	11
14	YHR022C	0.6498842835426331	0.625749945640564	11
14	YCR027C	0.639733612537384	0.6161085367202759	11
14	YKL154W	0.654592752456665	0.6104376316070557	11
14	YBR264C	0.6511325240135193	0.6133320331573486	11
14	YLR293C	0.619133710861206	0.6127563118934631	11
14	YOR185C	0.6238744854927063	0.6151793599128723	11
14	YBR164C	0.647946834564209	0.6222524046897888	11
14	YNL090W	0.6381299495697021	0.6036733984947205	11
14	YMR138W	0.6466063857078552	0.6191676259040833	11
15	YOR089C	0.9612203240394592	0.5429947972297668	11
15	YNL093W	0.911734938621521	0.5457519888877869	11
15	YFL038C	0.8377122282981873	0.5445247888565063	11
15	YDL192W	0.9503738880157471	0.549401044845581	11
15	YFL005W	0.9441807270050049	0.535908043384552	11
15	YKR014C	1.0063287019729614	0.5445533394813538	11
15	YOR094W	0.994760274887085	0.5575975179672241	11
15	YHR022C	0.9164175391197205	0.5501023530960083	11
15	YCR027C	1.0144124031066895	0.5477859973907471	11
15	YKL154W	0.9607581496238708	0.5559898614883423	11
15	YBR264C	0.9643905162811279	0.5472285151481628	11
15	YLR293C	1.0054411888122559	0.5407063364982605	11
15	YOR185C	0.9203592538833618	0.5371266007423401	11
15	YBR164C	0.9296155571937561	0.5260446071624756	11
15	YNL090W	0.8087719082832336	0.5431593656539917	11
15	YMR138W	0.9113397598266602	0.5388944745063782	11
16	YOR089C	0.8439317941665649	0.5501441359519958	7
16	YNL093W	0.8716703057289124	0.5719333291053772	7
16	YFL038C	0.9170413017272949	0.5644304752349854	7
16	YDL192W	1.0647333860397339	0.5585322976112366	7
16	YFL005W	0.8405886292457581	0.5410101413726807	7
16	YKR014C	0.8437210321426392	0.5459678173065186	7
16	YOR094W	0.8790698647499084	0.543476402759552	7
16	YHR022C	0.8859094381332397	0.5744631290435791	7
16	YCR027C	0.8155878186225891	0.5758643746376038	7
16	YKL154W	0.8337436318397522	0.5390770435333252	7
16	YBR264C	0.8218015432357788	0.5475127696990967	7
16	YLR293C	0.8763948082923889	0.5394660234451294	7
16	YOR185C	0.8407748937606812	0.5433409810066223	7
16	YBR164C	0.8535071015357971	0.5455543398857117	7
16	YNL090W	0.8774303793907166	0.5613572001457214	7
16	YMR138W	0.9309272766113281	0.5611780285835266	7
17	YOR089C	1.3945492506027222	0.6762000322341919	8
17	YNL093W	1.3223228454589844	0.6795657873153687	8
17	YFL038C	1.1812000274658203	0.7017862796783447	8
17	YDL192W	0.9911447167396545	0.7470386028289795	8
17	YFL005W	1.3008980751037598	0.7117878794670105	8
17	YKR014C	1.223999261856079	0.683003306388855	8
17	YOR094W	0.994003415107727	0.74924236536026	8
17	YHR022C	1.3482857942581177	0.719999372959137	8
17	YCR027C	1.3515950441360474	0.772955060005188	8
17	YKL154W	1.1315306425094604	0.7531008720397949	8
17	YBR264C	1.2899532318115234	0.7135105729103088	8
17	YLR293C	1.2349035739898682	0.7071542739868164	8
17	YOR185C	1.1770634651184082	0.6962356567382812	8
17	YBR164C	0.9971534013748169	0.7460365295410156	8
17	YNL090W	1.187397837638855	0.647939920425415	8
17	YMR138W	0.9512771368026733	0.7769302129745483	8
18	YOR089C	0.65293288230896	0.537656843662262	8
18	YNL093W	0.6526272296905518	0.5344330668449402	8
18	YFL038C	0.6722835302352905	0.5497389435768127	8
18	YDL192W	0.6852296590805054	0.5653611421585083	8
18	YFL005W	0.705236554145813	0.5568317174911499	8
18	YKR014C	0.6560055017471313	0.535468578338623	8
18	YOR094W	0.674637496471405	0.5731201171875	8
18	YHR022C	0.6587348580360413	0.5540930032730103	8
18	YCR027C	0.8792645931243896	0.5618302226066589	8
18	YKL154W	0.7108256816864014	0.5487839579582214	8
18	YBR264C	0.6607281565666199	0.5450167059898376	8
18	YLR293C	0.6244568824768066	0.5453370809555054	8
18	YOR185C	0.6307617425918579	0.5355791449546814	8
18	YBR164C	0.6519526243209839	0.5638952851295471	8
18	YNL090W	0.6725002527236938	0.5418825149536133	8
18	YMR138W	0.6546469926834106	0.5657064318656921	8
19	YOR089C	0.8733790516853333	0.7445088028907776	7
19	YNL093W	0.8650277256965637	0.7571694254875183	7
19	YFL038C	0.8304579854011536	0.752623438835144	7
19	YDL192W	0.8954210877418518	0.7425302267074585	7
19	YFL005W	0.7995625734329224	0.7450517416000366	7
19	YKR014C	0.8596361875534058	0.7312940955162048	7
19	YOR094W	0.857264518737793	0.730557918548584	7
19	YHR022C	0.9097946286201477	0.7473867535591125	7
19	YCR027C	0.9453779458999634	0.7308622002601624	7
19	YKL154W	0.8394580483436584	0.7729781270027161	7
19	YBR264C	0.8352369666099548	0.7374148368835449	7
19	YLR293C	0.8542828559875488	0.7175003886222839	7
19	YOR185C	0.9178944826126099	0.7259541749954224	7
19	YBR164C	0.9171720743179321	0.696776270866394	7
19	YNL090W	0.8620730638504028	0.7548061013221741	7
19	YMR138W	0.8572563529014587	0.7188814878463745	7
20	YOR089C	0.9807313084602356	0.47408872842788696	7
20	YNL093W	0.9260772466659546	0.4823406934738159	7
20	YFL038C	0.9804665446281433	0.473675400018692	7
20	YDL192W	1.0901321172714233	0.47771942615509033	7
20	YFL005W	0.9943033456802368	0.4754329323768616	7
20	YKR014C	0.9251774549484253	0.4804905652999878	7
20	YOR094W	1.0851088762283325	0.5018587112426758	7
20	YHR022C	0.9074791073799133	0.5012630820274353	7
20	YCR027C	0.9454764127731323	0.47852006554603577	7
20	YKL154W	1.185271978378296	0.4686537981033325	7
20	YBR264C	1.0167301893234253	0.47930076718330383	7
20	YLR293C	0.9834027290344238	0.47837674617767334	7
20	YOR185C	0.9340171813964844	0.4785935580730438	7
20	YBR164C	1.1500285863876343	0.4852660000324249	7
20	YNL090W	0.8660783171653748	0.49005237221717834	7
20	YMR138W	1.1801793575286865	0.4859892427921295	7
21	YOR089C	1.066329836845398	0.6920526623725891	6
21	YNL093W	1.1717106103897095	0.6874000430107117	6
21	YFL038C	1.1170129776000977	0.7308618426322937	6
21	YDL192W	1.0238772630691528	0.7128649353981018	6
21	YFL005W	1.0088037252426147	0.7561811804771423	6
21	YKR014C	1.0655484199523926	0.6986013054847717	6
21	YOR094W	1.0661182403564453	0.6864000558853149	6
21	YHR022C	1.1947917938232422	0.6850341558456421	6
21	YCR027C	1.1270910501480103	0.8000959753990173	6
21	YKL154W	0.8618020415306091	0.6875743865966797	6
21	YBR264C	1.2051273584365845	0.7407537698745728	6
21	YLR293C	1.1670042276382446	0.7717276811599731	6
21	YOR185C	1.1900211572647095	0.7391986846923828	6
21	YBR164C	1.086114525794983	0.7135834097862244	6
21	YNL090W	1.0515493154525757	0.6934309601783752	6
21	YMR138W	1.1131948232650757	0.7271156907081604	6
22	YOR089C	1.006564974784851	0.5792393684387207	6
22	YNL093W	1.0756553411483765	0.5739026069641113	6
22	YFL038C	0.8225989937782288	0.5735995173454285	6
22	YDL192W	1.277637004852295	0.5814252495765686	6
22	YFL005W	0.8712623715400696	0.5634965300559998	6
22	YKR014C	0.9790931344032288	0.5536417365074158	6
22	YOR094W	0.8736439347267151	0.5590980648994446	6
22	YHR022C	0.8414273262023926	0.584428608417511	6
22	YCR027C	0.981943666934967	0.580122172832489	6
22	YKL154W	0.9228136539459229	0.5767130255699158	6
22	YBR264C	0.9355013966560364	0.5691781640052795	6
22	YLR293C	0.9407314658164978	0.58530193567276	6
22	YOR185C	0.9131171703338623	0.5843580961227417	6
22	YBR164C	0.9640478491783142	0.5776092410087585	6
22	YNL090W	0.9382068514823914	0.5756201148033142	6
22	YMR138W	0.9337930679321289	0.5827884674072266	6
23	YOR089C	1.2916218042373657	0.5464450716972351	4
23	YNL093W	1.2275029420852661	0.5425012111663818	4
23	YFL038C	1.2042244672775269	0.5352862477302551	4
23	YDL192W	1.1244006156921387	0.5416058301925659	4
23	YFL005W	1.2902556657791138	0.5454608798027039	4
23	YKR014C	1.2280349731445312	0.5319510698318481	4
23	YOR094W	1.1775901317596436	0.6371713876724243	4
23	YHR022C	1.2168515920639038	0.5020938515663147	4
23	YCR027C	1.2548174858093262	0.5562108755111694	4
23	YKL154W	1.1092809438705444	0.5766742825508118	4
23	YBR264C	1.1043084859848022	0.5329793095588684	4
23	YLR293C	1.2553584575653076	0.5621465444564819	4
23	YOR185C	1.2132699489593506	0.5777221918106079	4
23	YBR164C	1.1644130945205688	0.6813713312149048	4
23	YNL090W	1.1936224699020386	0.5063951015472412	4
23	YMR138W	1.1632227897644043	0.654396653175354	4
24	YOR089C	0.7970007061958313	0.5554537773132324	11
24	YNL093W	0.8070356845855713	0.5622434616088867	11
24	YFL038C	0.8623983860015869	0.5518625378608704	11
24	YDL192W	0.7800548076629639	0.5712337493896484	11
24	YFL005W	0.8096351623535156	0.5535594820976257	11
24	YKR014C	0.7444631457328796	0.5646423101425171	11
24	YOR094W	0.9323160648345947	0.5583880543708801	11
24	YHR022C	0.8288094997406006	0.5586994290351868	11
24	YCR027C	0.8967419266700745	0.5456456542015076	11
24	YKL154W	0.8240199685096741	0.5589070320129395	11
24	YBR264C	0.8167469501495361	0.5692524909973145	11
24	YLR293C	0.7886985540390015	0.5568535327911377	11
24	YOR185C	0.8486766219139099	0.5542065501213074	11
24	YBR164C	0.9036858081817627	0.5529031157493591	11
24	YNL090W	0.8039997220039368	0.5648481249809265	11
24	YMR138W	0.9571559429168701	0.5602356791496277	11
25	YOR089C	1.0179293155670166	0.6692134141921997	5
25	YNL093W	1.0330805778503418	0.6892389059066772	5
25	YFL038C	1.0159294605255127	0.6929329037666321	5
25	YDL192W	1.2525149583816528	0.6415184736251831	5
25	YFL005W	1.0562936067581177	0.6919896006584167	5
25	YKR014C	1.0966606140136719	0.7140246629714966	5
25	YOR094W	1.1226880550384521	0.6843854188919067	5
25	YHR022C	1.0874230861663818	0.6250672340393066	5
25	YCR027C	1.1100504398345947	0.705766499042511	5
25	YKL154W	0.9710522890090942	0.6977394819259644	5
25	YBR264C	1.0760307312011719	0.6518233418464661	5
25	YLR293C	0.9944077730178833	0.7544974684715271	5
25	YOR185C	0.9986200332641602	0.7288228869438171	5
25	YBR164C	1.0601657629013062	0.6242687106132507	5
25	YNL090W	1.0710006952285767	0.6833704113960266	5
25	YMR138W	1.049377679824829	0.6509389877319336	5
26	YOR089C	1.1425279378890991	0.495807021856308	8
26	YNL093W	1.1283929347991943	0.49929454922676086	8
26	YFL038C	0.936943531036377	0.5463078022003174	8
26	YDL192W	1.4270681142807007	0.5696373581886292	8
26	YFL005W	1.1231632232666016	0.5350717902183533	8
26	YKR014C	1.1597185134887695	0.5027489066123962	8
26	YOR094W	1.2655315399169922	0.576279878616333	8
26	YHR022C	1.27488112449646	0.508840799331665	8
26	YCR027C	1.1571143865585327	0.5275756120681763	8
26	YKL154W	1.1734333038330078	0.4786323308944702	8
26	YBR264C	1.107628345489502	0.5481827259063721	8
26	YLR293C	1.1185466051101685	0.5426279306411743	8
26	YOR185C	1.083422303199768	0.5335109233856201	8
26	YBR164C	1.3770384788513184	0.5542028546333313	8
26	YNL090W	1.1073189973831177	0.5162762999534607	8
26	YMR138W	1.3555655479431152	0.5520792007446289	8
27	YOR089C	1.0457359552383423	0.6581645607948303	9
27	YNL093W	1.1259838342666626	0.6507899165153503	9
27	YFL038C	0.8041543960571289	0.7295084595680237	9
27	YDL192W	1.2340096235275269	0.6959167122840881	9
27	YFL005W	0.9001023769378662	0.6986584067344666	9
27	YKR014C	1.1013673543930054	0.6494753956794739	9
27	YOR094W	1.1506606340408325	0.7641075253486633	9
27	YHR022C	1.1627320051193237	0.7400991320610046	9
27	YCR027C	0.8895426988601685	0.6908358931541443	9
27	YKL154W	1.0288190841674805	0.611897885799408	9
27	YBR264C	0.8840696811676025	0.7287037372589111	9
27	YLR293C	1.0193573236465454	0.6864032745361328	9
27	YOR185C	1.0224568843841553	0.7037965655326843	9
27	YBR164C	1.157759666442871	0.7278783917427063	9
27	YNL090W	0.9977253675460815	0.6790052652359009	9
27	YMR138W	1.2135396003723145	0.7647019028663635	9
28	YOR089C	1.0396984815597534	0.49229785799980164	6
28	YNL093W	1.0560847520828247	0.486962229013443	6
28	YFL038C	0.9266389012336731	0.484379380941391	6
28	YDL192W	1.339910864830017	0.5028154253959656	6
28	YFL005W	1.0155221223831177	0.48624470829963684	6
28	YKR014C	1.0859014987945557	0.48860451579093933	6
28	YOR094W	1.136055827140808	0.49877965450286865	6
28	YHR022C	1.0456558465957642	0.49938222765922546	6
28	YCR027C	1.1116005182266235	0.5931916832923889	6
28	YKL154W	0.9538819789886475	0.5291415452957153	6
28	YBR264C	1.0397976636886597	0.4918670952320099	6
28	YLR293C	1.0247985124588013	0.4809074103832245	6
28	YOR185C	1.0189906358718872	0.48393920063972473	6
28	YBR164C	1.1679840087890625	0.489599347114563	6
28	YNL090W	0.9514515399932861	0.5030567049980164	6
28	YMR138W	1.1702474355697632	0.4985769987106323	6
29	YOR089C	0.6990139484405518	0.6206586956977844	10
29	YNL093W	0.7592756152153015	0.6176062226295471	10
29	YFL038C	0.7184152603149414	0.625001847743988	10
29	YDL192W	0.7089015245437622	0.619051992893219	10
29	YFL005W	0.7182151079177856	0.6108121275901794	10
29	YKR014C	0.752312958240509	0.6332388520240784	10
29	YOR094W	0.7104947566986084	0.622065007686615	10
29	YHR022C	0.700405478477478	0.644995927810669	10
29	YCR027C	0.7633696794509888	0.6254791617393494	10
29	YKL154W	0.742293655872345	0.6832209229469299	10
29	YBR264C	0.747506856918335	0.6334599852561951	10
29	YLR293C	0.7107117772102356	0.6158027052879333	10
29	YOR185C	0.7323098182678223	0.614222526550293	10
29	YBR164C	0.6861633062362671	0.6075100302696228	10
29	YNL090W	0.7384227514266968	0.6006985306739807	10
29	YMR138W	0.7134383916854858	0.6076820492744446	10
30	YOR089C	1.1669846773147583	0.46958035230636597	3
30	YNL093W	1.1402570009231567	0.5268030762672424	3
30	YFL038C	1.1895222663879395	0.619206428527832	3
30	YDL192W	1.0475572347640991	0.45881199836730957	3
30	YFL005W	1.1898856163024902	0.5988941788673401	3
30	YKR014C	1.0874184370040894	0.5146102905273438	3
30	YOR094W	1.0101069211959839	0.5186851024627686	3
30	YHR022C	0.9787519574165344	0.43877846002578735	3
30	YCR027C	1.111750602722168	0.629632294178009	3
30	YKL154W	1.2577556371688843	0.48131003975868225	3
30	YBR264C	1.1909116506576538	0.6367620825767517	3
30	YLR293C	1.1775602102279663	0.6249955892562866	3
30	YOR185C	1.15957510471344	0.6232303380966187	3
30	YBR164C	0.9876959919929504	0.5087376236915588	3
30	YNL090W	1.0307435989379883	0.4621034264564514	3
30	YMR138W	1.0509445667266846	0.5237489938735962	3
31	YOR089C	0.9924284219741821	0.5920395255088806	10
31	YNL093W	1.0057861804962158	0.5853555202484131	10
31	YFL038C	0.9068930745124817	0.5587062239646912	10
31	YDL192W	1.2699466943740845	0.5531591176986694	10
31	YFL005W	0.9092773199081421	0.5756437182426453	10
31	YKR014C	0.9166973233222961	0.5838491916656494	10
